#LIBRARY    ENDF/B-VIII.b4
#REACTION   O-16(N,G)O-17,SIG
#NUCLEUS    O-16
#MF         3
#MT         102
#E,eV        Sig,b        Interpolation
 0.000910213 0.000895338  Lin-Lin
 0.001004    0.000852496  Lin-Lin
 0.00110745  0.000811704  Lin-Lin
 0.00122155  0.000772863  Lin-Lin
 0.00134742  0.000735882  Lin-Lin
 0.00148625  0.000700669  Lin-Lin
 0.00163939  0.000667142  Lin-Lin
 0.00180831  0.000635219  Lin-Lin
 0.00199463  0.000604824  Lin-Lin
 0.00220016  0.000575883  Lin-Lin
 0.00242685  0.000548327  Lin-Lin
 0.00267691  0.000522089  Lin-Lin
 0.00295273  0.000497107  Lin-Lin
 0.00325697  0.000473321  Lin-Lin
 0.00359256  0.000450672  Lin-Lin
 0.00396272  0.000429108  Lin-Lin
 0.00437103  0.000408575  Lin-Lin
 0.00482141  0.000389025  Lin-Lin
 0.00531819  0.000370411  Lin-Lin
 0.00586616  0.000352687  Lin-Lin
 0.00647059  0.000335811  Lin-Lin
 0.0071373   0.000319743  Lin-Lin
 0.00787271  0.000304444  Lin-Lin
 0.00868389  0.000289877  Lin-Lin
 0.00957865  0.000276007  Lin-Lin
 0.0105656   0.000262801  Lin-Lin
 0.0116543   0.000250227  Lin-Lin
 0.0128551   0.000238254  Lin-Lin
 0.0141796   0.000226855  Lin-Lin
 0.0156406   0.000216001  Lin-Lin
 0.0172522   0.000205667  Lin-Lin
 0.0190298   0.000195828  Lin-Lin
 0.0209906   0.00018646   Lin-Lin
 0.0231534   0.00017754   Lin-Lin
 0.0252419   0.00017004   Lin-Lin
 0.0253      0.000169845  Lin-Lin
 0.0279068   0.000161722  Lin-Lin
 0.0307823   0.000153991  Lin-Lin
 0.033954    0.000146636  Lin-Lin
 0.0374525   0.000139644  Lin-Lin
 0.0413115   0.000133008  Lin-Lin
 0.0455681   0.000126728  Lin-Lin
 0.0502633   0.000120804  Lin-Lin
 0.0554423   0.000115233  Lin-Lin
 0.0611549   0.000109997  Lin-Lin
 0.0674561   0.000105054  Lin-Lin
 0.0744066   0.000100371  Lin-Lin
 0.0820732   9.59812E-05  Lin-Lin
 0.0892703   9.25686E-05  Lin-Lin
 0.0964231   8.98626E-05  Lin-Lin
 0.104144    8.76659E-05  Lin-Lin
 0.112489    8.59959E-05  Lin-Lin
 0.12321     8.45773E-05  Lin-Lin
 0.142739    8.29235E-05  Lin-Lin
 0.328508    7.05649E-05  Lin-Lin
 0.882063    3.45743E-05  Lin-Lin
 0.926369    3.1849E-05   Lin-Lin
 0.952693    3.04062E-05  Lin-Lin
 0.972949    2.9451E-05   Lin-Lin
 0.993586    2.86517E-05  Lin-Lin
 1.01471     2.80275E-05  Lin-Lin
 1.03624     2.75801E-05  Lin-Lin
 1.05827     2.72823E-05  Lin-Lin
 1.08834     2.70518E-05  Lin-Lin
 1.15913     2.68263E-05  Lin-Lin
 9.68086     9.58264E-06  Lin-Lin
 9.81744     9.32795E-06  Lin-Lin
 9.95595     9.11626E-06  Lin-Lin
 10.0257     9.03638E-06  Lin-Lin
 10.1671     8.92977E-06  Lin-Lin
 10.3833     8.85196E-06  Lin-Lin
 19.7794     6.65867E-06  Lin-Lin
 20.199      6.59578E-06  Lin-Lin
 49.5135     4.74213E-06  Lin-Lin
 50.2121     4.71097E-06  Lin-Lin
 99.7559     3.96564E-06  Lin-Lin
 150.812     3.74825E-06  Lin-Lin
 297.518     3.74151E-06  Lin-Lin
 518.094     4.05491E-06  Lin-Lin
 980.065     4.80703E-06  Lin-Lin
 1135.35     5.04432E-06  Lin-Lin
 2014.11     6.26018E-06  Lin-Lin
 5000        9.32453E-06  Lin-Lin
 10070.5     1.30118E-05  Lin-Lin
 15105.8     1.58859E-05  Lin-Lin
 35246.9     2.45086E-05  Lin-Lin
 55775.9     3.13231E-05  Lin-Lin
 76594.6     3.73813E-05  Lin-Lin
 99077.8     4.34121E-05  Lin-Lin
 132294      5.18831E-05  Lin-Lin
 162019      5.94749E-05  Lin-Lin
 201411      6.97764E-05  Lin-Lin
 250000      8.44609E-05  Lin-Lin
 280000      9.59111E-05  Lin-Lin
 300000      0.000105442  Lin-Lin
 320000      0.000117543  Lin-Lin
 340000      0.000133935  Lin-Lin
 360000      0.000158097  Lin-Lin
 370000      0.000175197  Lin-Lin
 380000      0.000197701  Lin-Lin
 390000      0.000228176  Lin-Lin
 400000      0.000270115  Lin-Lin
 405000      0.00029626   Lin-Lin
 415000      0.000355155  Lin-Lin
 420000      0.000379532  Lin-Lin
 425000      0.000387301  Lin-Lin
 429965      0.000365121  Lin-Lin
 435000      0.000307689  Lin-Lin
 440000      0.000229898  Lin-Lin
 445000      0.000154641  Lin-Lin
 450000      9.62469E-05  Lin-Lin
 455000      5.66751E-05  Lin-Lin
 459688      3.34729E-05  Lin-Lin
 460000      3.197E-05    Lin-Lin
 461622      2.82591E-05  Lin-Lin
 469973      9.38025E-06  Lin-Lin
 470026      9.30449E-06  Lin-Lin
 471243      8.61891E-06  Lin-Lin
 479974      3.77733E-06  Lin-Lin
 480026      3.765E-06    Lin-Lin
 480053      3.7646E-06   Lin-Lin
 490000      4.63279E-06  Lin-Lin
 500000      7.77031E-06  Lin-Lin
 550000      2.49528E-05  Lin-Lin
 600000      3.47717E-05  Lin-Lin
 650000      3.90986E-05  Lin-Lin
 700000      3.9649E-05   Lin-Lin
 750000      3.74293E-05  Lin-Lin
 817009      3.2136E-05   Lin-Lin
 850000      2.95896E-05  Lin-Lin
 900000      3.06218E-05  Lin-Lin
 920000      3.51121E-05  Lin-Lin
 940000      4.38656E-05  Lin-Lin
 960000      5.77735E-05  Lin-Lin
 980000      7.48787E-05  Lin-Lin
 1E+06       8.188E-05    Lin-Lin
 1.02E+06    7.11353E-05  Lin-Lin
 1.04E+06    5.62548E-05  Lin-Lin
 1.06E+06    4.55147E-05  Lin-Lin
 1.08E+06    3.8803E-05   Lin-Lin
 1.1E+06     3.46425E-05  Lin-Lin
 1.15E+06    2.94613E-05  Lin-Lin
 1.22E+06    2.59798E-05  Lin-Lin
 1.23E+06    2.53896E-05  Lin-Lin
 1.24E+06    2.46494E-05  Lin-Lin
 1.25E+06    2.3689E-05   Lin-Lin
 1.26E+06    2.23383E-05  Lin-Lin
 1.27E+06    2.03171E-05  Lin-Lin
 1.28E+06    1.71653E-05  Lin-Lin
 1.29E+06    1.21858E-05  Lin-Lin
 1.29969E+06 5.76253E-06  Lin-Lin
 1.3E+06     5.56357E-06  Lin-Lin
 1.30125E+06 5.1334E-06   Lin-Lin
 1.30988E+06 2.22114E-06  Lin-Lin
 1.30996E+06 2.20375E-06  Lin-Lin
 1.30998E+06 2.2029E-06   Lin-Lin
 1.31004E+06 2.21266E-06  Lin-Lin
 1.31012E+06 2.24788E-06  Lin-Lin
 1.32E+06    7.84246E-06  Lin-Lin
 1.33E+06    1.59428E-05  Lin-Lin
 1.34E+06    2.12638E-05  Lin-Lin
 1.35E+06    2.41966E-05  Lin-Lin
 1.36E+06    2.58282E-05  Lin-Lin
 1.37E+06    2.67891E-05  Lin-Lin
 1.38E+06    2.73894E-05  Lin-Lin
 1.39E+06    2.77697E-05  Lin-Lin
 1.4E+06     2.80397E-05  Lin-Lin
 1.42E+06    2.83798E-05  Lin-Lin
 1.45016E+06 2.86691E-05  Lin-Lin
 1.54E+06    2.92801E-05  Lin-Lin
 1.565E+06   2.958E-05    Lin-Lin
 1.58E+06    2.98803E-05  Lin-Lin
 1.59E+06    3.02006E-05  Lin-Lin
 1.6E+06     3.07212E-05  Lin-Lin
 1.61E+06    3.16529E-05  Lin-Lin
 1.62E+06    3.35998E-05  Lin-Lin
 1.6275E+06  3.761E-05    Lin-Lin
 1.63E+06    3.90105E-05  Lin-Lin
 1.63188E+06 4.39E-05     Lin-Lin
 1.63992E+06 6.51763E-05  Lin-Lin
 1.64E+06    6.55319E-05  Lin-Lin
 1.64012E+06 6.64759E-05  Lin-Lin
 1.64194E+06 8.27464E-05  Lin-Lin
 1.642E+06   8.34834E-05  Lin-Lin
 1.64212E+06 8.5423E-05   Lin-Lin
 1.64391E+06 0.000116445  Lin-Lin
 1.644E+06   0.000118649  Lin-Lin
 1.64409E+06 0.000121809  Lin-Lin
 1.64588E+06 0.000192783  Lin-Lin
 1.64594E+06 0.000195757  Lin-Lin
 1.646E+06   0.000199813  Lin-Lin
 1.64606E+06 0.000205372  Lin-Lin
 1.64619E+06 0.000219053  Lin-Lin
 1.64788E+06 0.000411637  Lin-Lin
 1.64795E+06 0.000422368  Lin-Lin
 1.648E+06   0.000430898  Lin-Lin
 1.64805E+06 0.000441547  Lin-Lin
 1.64812E+06 0.00046278   Lin-Lin
 1.64988E+06 0.00097852   Lin-Lin
 1.64995E+06 0.000997245  Lin-Lin
 1.65E+06    0.00100351   Lin-Lin
 1.65003E+06 0.00100488   Lin-Lin
 1.65009E+06 0.00100188   Lin-Lin
 1.65038E+06 0.000965415  Lin-Lin
 1.65194E+06 0.000754177  Lin-Lin
 1.652E+06   0.00074393   Lin-Lin
 1.65212E+06 0.000718684  Lin-Lin
 1.65388E+06 0.000332063  Lin-Lin
 1.65395E+06 0.000316291  Lin-Lin
 1.654E+06   0.000308544  Lin-Lin
 1.65405E+06 0.000302531  Lin-Lin
 1.65412E+06 0.000295369  Lin-Lin
 1.65591E+06 0.000166254  Lin-Lin
 1.65597E+06 0.000162287  Lin-Lin
 1.65603E+06 0.000159151  Lin-Lin
 1.65612E+06 0.000155879  Lin-Lin
 1.65791E+06 0.000106185  Lin-Lin
 1.658E+06   0.000103948  Lin-Lin
 1.65809E+06 0.00010234   Lin-Lin
 1.65994E+06 7.81866E-05  Lin-Lin
 1.66004E+06 7.72927E-05  Lin-Lin
 1.66023E+06 7.65099E-05  Lin-Lin
 1.66992E+06 4.42803E-05  Lin-Lin
 1.67005E+06 4.40664E-05  Lin-Lin
 1.67009E+06 4.40584E-05  Lin-Lin
 1.67994E+06 4.88408E-05  Lin-Lin
 1.68008E+06 4.92026E-05  Lin-Lin
 1.68191E+06 5.72028E-05  Lin-Lin
 1.682E+06   5.77828E-05  Lin-Lin
 1.68212E+06 5.89706E-05  Lin-Lin
 1.68388E+06 7.82055E-05  Lin-Lin
 1.68394E+06 7.90808E-05  Lin-Lin
 1.684E+06   8.03673E-05  Lin-Lin
 1.68406E+06 8.22218E-05  Lin-Lin
 1.68419E+06 8.69086E-05  Lin-Lin
 1.68588E+06 0.000153332  Lin-Lin
 1.68594E+06 0.000156507  Lin-Lin
 1.68598E+06 0.00015986   Lin-Lin
 1.68603E+06 0.000164428  Lin-Lin
 1.68606E+06 0.00016813   Lin-Lin
 1.68612E+06 0.000176579  Lin-Lin
 1.68684E+06 0.000282114  Lin-Lin
 1.68689E+06 0.000289973  Lin-Lin
 1.68692E+06 0.000296346  Lin-Lin
 1.68695E+06 0.000304409  Lin-Lin
 1.68698E+06 0.000312003  Lin-Lin
 1.687E+06   0.000321171  Lin-Lin
 1.68702E+06 0.000332003  Lin-Lin
 1.68705E+06 0.000344414  Lin-Lin
 1.68708E+06 0.000363021  Lin-Lin
 1.68712E+06 0.000393872  Lin-Lin
 1.68731E+06 0.000525637  Lin-Lin
 1.68778E+06 0.000857289  Lin-Lin
 1.68783E+06 0.0008931    Lin-Lin
 1.68786E+06 0.00092218   Lin-Lin
 1.68788E+06 0.00094039   Lin-Lin
 1.68789E+06 0.000962678  Lin-Lin
 1.68791E+06 0.000990651  Lin-Lin
 1.68792E+06 0.00101656   Lin-Lin
 1.68793E+06 0.00104762   Lin-Lin
 1.68794E+06 0.00108483   Lin-Lin
 1.68795E+06 0.00112909   Lin-Lin
 1.68796E+06 0.00118126   Lin-Lin
 1.68798E+06 0.00124206   Lin-Lin
 1.68799E+06 0.00131207   Lin-Lin
 1.688E+06   0.00139157   Lin-Lin
 1.68801E+06 0.00148711   Lin-Lin
 1.68802E+06 0.0015935    Lin-Lin
 1.68804E+06 0.00171028   Lin-Lin
 1.68805E+06 0.00183674   Lin-Lin
 1.68806E+06 0.00197193   Lin-Lin
 1.68808E+06 0.00218876   Lin-Lin
 1.6881E+06  0.00241905   Lin-Lin
 1.68813E+06 0.0028232    Lin-Lin
 1.68819E+06 0.00358129   Lin-Lin
 1.6886E+06  0.00923794   Lin-Lin
 1.68864E+06 0.0097839    Lin-Lin
 1.68866E+06 0.0101898    Lin-Lin
 1.68868E+06 0.0105415    Lin-Lin
 1.6887E+06  0.0109624    Lin-Lin
 1.68871E+06 0.0112995    Lin-Lin
 1.68872E+06 0.0116981    Lin-Lin
 1.68874E+06 0.0121758    Lin-Lin
 1.68875E+06 0.0125986    Lin-Lin
 1.68876E+06 0.0130873    Lin-Lin
 1.68877E+06 0.0136546    Lin-Lin
 1.68878E+06 0.0143125    Lin-Lin
 1.68878E+06 0.0150776    Lin-Lin
 1.68879E+06 0.0159655    Lin-Lin
 1.6888E+06  0.0166363    Lin-Lin
 1.68881E+06 0.0173774    Lin-Lin
 1.68881E+06 0.0181963    Lin-Lin
 1.68882E+06 0.0191008    Lin-Lin
 1.68882E+06 0.0200999    Lin-Lin
 1.68883E+06 0.0212032    Lin-Lin
 1.68884E+06 0.0224212    Lin-Lin
 1.68884E+06 0.0237656    Lin-Lin
 1.68885E+06 0.0252491    Lin-Lin
 1.68886E+06 0.0268852    Lin-Lin
 1.68886E+06 0.0286886    Lin-Lin
 1.68887E+06 0.0306753    Lin-Lin
 1.68888E+06 0.0328619    Lin-Lin
 1.68888E+06 0.035266     Lin-Lin
 1.68889E+06 0.0379059    Lin-Lin
 1.68889E+06 0.0408005    Lin-Lin
 1.6889E+06  0.0439688    Lin-Lin
 1.68891E+06 0.0474296    Lin-Lin
 1.68891E+06 0.0512014    Lin-Lin
 1.68892E+06 0.0553014    Lin-Lin
 1.68892E+06 0.0597454    Lin-Lin
 1.68893E+06 0.064547     Lin-Lin
 1.68894E+06 0.069717     Lin-Lin
 1.68894E+06 0.0752625    Lin-Lin
 1.68895E+06 0.0811866    Lin-Lin
 1.68896E+06 0.0874873    Lin-Lin
 1.68897E+06 0.097632     Lin-Lin
 1.68898E+06 0.108542     Lin-Lin
 1.68898E+06 0.120154     Lin-Lin
 1.689E+06   0.136479     Lin-Lin
 1.68902E+06 0.1746       Lin-Lin
 1.68904E+06 0.190864     Lin-Lin
 1.68905E+06 0.20223      Lin-Lin
 1.68906E+06 0.212554     Lin-Lin
 1.68907E+06 0.221596     Lin-Lin
 1.68908E+06 0.229096     Lin-Lin
 1.68908E+06 0.234871     Lin-Lin
 1.68909E+06 0.238756     Lin-Lin
 1.6891E+06  0.240661     Lin-Lin
 1.68911E+06 0.240846     Lin-Lin
 1.68912E+06 0.240058     Lin-Lin
 1.68912E+06 0.237296     Lin-Lin
 1.68913E+06 0.232654     Lin-Lin
 1.68914E+06 0.226293     Lin-Lin
 1.68915E+06 0.218394     Lin-Lin
 1.68916E+06 0.209201     Lin-Lin
 1.68918E+06 0.195337     Lin-Lin
 1.68919E+06 0.180204     Lin-Lin
 1.68922E+06 0.136668     Lin-Lin
 1.68923E+06 0.121537     Lin-Lin
 1.68924E+06 0.110776     Lin-Lin
 1.68925E+06 0.100604     Lin-Lin
 1.68926E+06 0.0911044    Lin-Lin
 1.68927E+06 0.0822924    Lin-Lin
 1.68928E+06 0.0768163    Lin-Lin
 1.68928E+06 0.0716567    Lin-Lin
 1.68929E+06 0.0668104    Lin-Lin
 1.6893E+06  0.0622716    Lin-Lin
 1.6893E+06  0.0580322    Lin-Lin
 1.68931E+06 0.0540829    Lin-Lin
 1.68932E+06 0.0504127    Lin-Lin
 1.68932E+06 0.0470096    Lin-Lin
 1.68933E+06 0.0438612    Lin-Lin
 1.68933E+06 0.0409544    Lin-Lin
 1.68934E+06 0.038276     Lin-Lin
 1.68935E+06 0.0358127    Lin-Lin
 1.68935E+06 0.0335512    Lin-Lin
 1.68936E+06 0.0314786    Lin-Lin
 1.68937E+06 0.0295821    Lin-Lin
 1.68937E+06 0.0278496    Lin-Lin
 1.68938E+06 0.0262692    Lin-Lin
 1.68938E+06 0.0248295    Lin-Lin
 1.68939E+06 0.0235197    Lin-Lin
 1.6894E+06  0.0223295    Lin-Lin
 1.6894E+06  0.0209956    Lin-Lin
 1.68941E+06 0.0199254    Lin-Lin
 1.68942E+06 0.0189706    Lin-Lin
 1.68943E+06 0.0181144    Lin-Lin
 1.68943E+06 0.0173503    Lin-Lin
 1.68944E+06 0.0164566    Lin-Lin
 1.68945E+06 0.0156856    Lin-Lin
 1.68946E+06 0.0150206    Lin-Lin
 1.68947E+06 0.0144438    Lin-Lin
 1.68948E+06 0.0139419    Lin-Lin
 1.68949E+06 0.013301     Lin-Lin
 1.68951E+06 0.0127633    Lin-Lin
 1.68952E+06 0.0123012    Lin-Lin
 1.68954E+06 0.011765     Lin-Lin
 1.68957E+06 0.0110611    Lin-Lin
 1.68961E+06 0.0102051    Lin-Lin
 1.68983E+06 0.00528714   Lin-Lin
 1.68988E+06 0.00428808   Lin-Lin
 1.68991E+06 0.0037157    Lin-Lin
 1.68992E+06 0.0033548    Lin-Lin
 1.68994E+06 0.00309901   Lin-Lin
 1.68995E+06 0.00285909   Lin-Lin
 1.68997E+06 0.00263721   Lin-Lin
 1.68998E+06 0.00243535   Lin-Lin
 1.68999E+06 0.00231251   Lin-Lin
 1.69E+06    0.00215534   Lin-Lin
 1.69002E+06 0.00203301   Lin-Lin
 1.69003E+06 0.0019257    Lin-Lin
 1.69004E+06 0.00183273   Lin-Lin
 1.69005E+06 0.0017531    Lin-Lin
 1.69006E+06 0.00168564   Lin-Lin
 1.69007E+06 0.00162877   Lin-Lin
 1.69009E+06 0.00158123   Lin-Lin
 1.6901E+06  0.00152961   Lin-Lin
 1.69012E+06 0.00148855   Lin-Lin
 1.69013E+06 0.00145516   Lin-Lin
 1.69016E+06 0.00141458   Lin-Lin
 1.69019E+06 0.00137006   Lin-Lin
 1.69031E+06 0.00121528   Lin-Lin
 1.69084E+06 0.000568748  Lin-Lin
 1.69089E+06 0.000513453  Lin-Lin
 1.69092E+06 0.000478662  Lin-Lin
 1.69095E+06 0.000454511  Lin-Lin
 1.69097E+06 0.000432667  Lin-Lin
 1.69099E+06 0.000413576  Lin-Lin
 1.69102E+06 0.000397488  Lin-Lin
 1.69104E+06 0.000384352  Lin-Lin
 1.69106E+06 0.000373847  Lin-Lin
 1.69109E+06 0.000365451  Lin-Lin
 1.69112E+06 0.000354616  Lin-Lin
 1.69119E+06 0.000341002  Lin-Lin
 1.69188E+06 0.000204882  Lin-Lin
 1.69194E+06 0.000193508  Lin-Lin
 1.69198E+06 0.000186333  Lin-Lin
 1.69202E+06 0.000182484  Lin-Lin
 1.69206E+06 0.000178114  Lin-Lin
 1.69211E+06 0.000174977  Lin-Lin
 1.69225E+06 0.000167868  Lin-Lin
 1.69388E+06 8.95733E-05  Lin-Lin
 1.69394E+06 8.67977E-05  Lin-Lin
 1.694E+06   8.45342E-05  Lin-Lin
 1.69405E+06 8.33051E-05  Lin-Lin
 1.69412E+06 8.19322E-05  Lin-Lin
 1.69594E+06 5.85291E-05  Lin-Lin
 1.696E+06   5.78836E-05  Lin-Lin
 1.69612E+06 5.70083E-05  Lin-Lin
 1.69775E+06 4.83938E-05  Lin-Lin
 1.698E+06   4.71464E-05  Lin-Lin
 1.699E+06   4.438E-05    Lin-Lin
 1.7E+06     4.17449E-05  Lin-Lin
 1.70375E+06 3.86113E-05  Lin-Lin
 1.71E+06    3.34985E-05  Lin-Lin
 1.72E+06    3.15638E-05  Lin-Lin
 1.74E+06    3.03211E-05  Lin-Lin
 1.76E+06    2.98303E-05  Lin-Lin
 1.8E+06     2.92705E-05  Lin-Lin
 1.81994E+06 2.93208E-05  Lin-Lin
 1.822E+06   2.95538E-05  Lin-Lin
 1.824E+06   3.00382E-05  Lin-Lin
 1.826E+06   3.10693E-05  Lin-Lin
 1.828E+06   3.33829E-05  Lin-Lin
 1.8295E+06  3.71725E-05  Lin-Lin
 1.83E+06    3.84918E-05  Lin-Lin
 1.83188E+06 4.5804E-05   Lin-Lin
 1.832E+06   4.61985E-05  Lin-Lin
 1.83225E+06 4.64487E-05  Lin-Lin
 1.83394E+06 4.7424E-05   Lin-Lin
 1.834E+06   4.73913E-05  Lin-Lin
 1.83425E+06 4.683E-05    Lin-Lin
 1.836E+06   4.22257E-05  Lin-Lin
 1.838E+06   3.79863E-05  Lin-Lin
 1.84E+06    3.54456E-05  Lin-Lin
 1.842E+06   3.39284E-05  Lin-Lin
 1.844E+06   3.29646E-05  Lin-Lin
 1.846E+06   3.23031E-05  Lin-Lin
 1.848E+06   3.18418E-05  Lin-Lin
 1.851E+06   3.1365E-05   Lin-Lin
 1.852E+06   3.12315E-05  Lin-Lin
 1.858E+06   3.07211E-05  Lin-Lin
 1.868E+06   3.028E-05    Lin-Lin
 1.885E+06   2.99202E-05  Lin-Lin
 1.9E+06     2.97401E-05  Lin-Lin
 1.97751E+06 2.92259E-05  Lin-Lin
 2E+06       2.91005E-05  Lin-Lin
 2.1E+06     3.02085E-05  Lin-Lin
 2.26251E+06 3.0681E-05   Lin-Lin
 2.43386E+06 3.13821E-05  Lin-Lin
 2.6E+06     3.226E-05    Lin-Lin
 2.81975E+06 3.37588E-05  Lin-Lin
 3E+06       3.52386E-05  Lin-Lin
 3.52469E+06 4.06926E-05  Lin-Lin
 4.38146E+06 5.06574E-05  Lin-Lin
 4.5E+06     5.20501E-05  Lin-Lin
 5E+06       5.68319E-05  Lin-Lin
 5.5E+06     5.94081E-05  Lin-Lin
 6E+06       5.97324E-05  Lin-Lin
 6.5E+06     5.87953E-05  Lin-Lin
 7E+06       4.98409E-05  Lin-Lin
 7.5E+06     4.68924E-05  Lin-Lin
 8E+06       4.28145E-05  Lin-Lin
 8.5E+06     4.02536E-05  Lin-Lin
 9.06349E+06 3.81792E-05  Lin-Lin
 9.83886E+06 3.5637E-05   Lin-Lin
 1E+07       3.50916E-05  Lin-Lin
 1.01411E+07 3.47779E-05  Lin-Lin
 1.02842E+07 3.44599E-05  Lin-Lin
 1.04292E+07 3.41374E-05  Lin-Lin
 1.05E+07    3.39801E-05  Lin-Lin
 1.06481E+07 3.36108E-05  Lin-Lin
 1.07984E+07 3.32363E-05  Lin-Lin
 1.09507E+07 3.28565E-05  Lin-Lin
 1.1E+07     3.27336E-05  Lin-Lin
 1.11552E+07 3.23934E-05  Lin-Lin
 1.13126E+07 3.20484E-05  Lin-Lin
 1.14722E+07 3.16985E-05  Lin-Lin
 1.15E+07    3.16375E-05  Lin-Lin
 1.16622E+07 3.13198E-05  Lin-Lin
 1.18268E+07 3.09977E-05  Lin-Lin
 1.19936E+07 3.06711E-05  Lin-Lin
 1.2E+07     3.06586E-05  Lin-Lin
 1.21693E+07 3.03047E-05  Lin-Lin
 1.2341E+07  2.99457E-05  Lin-Lin
 1.25E+07    2.96133E-05  Lin-Lin
 1.26764E+07 2.93351E-05  Lin-Lin
 1.28552E+07 2.90531E-05  Lin-Lin
 1.3E+07     2.88247E-05  Lin-Lin
 1.31834E+07 2.86547E-05  Lin-Lin
 1.33694E+07 2.84823E-05  Lin-Lin
 1.35E+07    2.83613E-05  Lin-Lin
 1.36905E+07 2.83566E-05  Lin-Lin
 1.38836E+07 2.83519E-05  Lin-Lin
 1.4E+07     2.8349E-05   Lin-Lin
 1.41975E+07 2.85455E-05  Lin-Lin
 1.43978E+07 2.87448E-05  Lin-Lin
 1.45E+07    2.88465E-05  Lin-Lin
 1.47046E+07 2.92853E-05  Lin-Lin
 1.4912E+07  2.97302E-05  Lin-Lin
 1.5E+07     2.99189E-05  Lin-Lin
 1.52116E+07 3.06839E-05  Lin-Lin
 1.54262E+07 3.14598E-05  Lin-Lin
 1.55E+07    3.17265E-05  Lin-Lin
 1.57187E+07 3.27921E-05  Lin-Lin
 1.59404E+07 3.38728E-05  Lin-Lin
 1.6E+07     3.41631E-05  Lin-Lin
 1.62257E+07 3.55812E-05  Lin-Lin
 1.64546E+07 3.70193E-05  Lin-Lin
 1.65E+07    3.73042E-05  Lin-Lin
 1.67328E+07 3.93391E-05  Lin-Lin
 1.69689E+07 4.14027E-05  Lin-Lin
 1.7E+07     4.1675E-05   Lin-Lin
 1.72398E+07 4.43651E-05  Lin-Lin
 1.74831E+07 4.70932E-05  Lin-Lin
 1.75E+07    4.72832E-05  Lin-Lin
 1.77469E+07 5.08645E-05  Lin-Lin
 1.79973E+07 5.44962E-05  Lin-Lin
 1.8E+07     5.45358E-05  Lin-Lin
 1.82539E+07 5.9176E-05   Lin-Lin
 1.85E+07    6.3672E-05   Lin-Lin
 1.8761E+07  6.96605E-05  Lin-Lin
 1.9E+07     7.51441E-05  Lin-Lin
 1.92681E+07 8.24795E-05  Lin-Lin
 1.95E+07    8.88267E-05  Lin-Lin
 1.97751E+07 9.76419E-05  Lin-Lin
 2E+07       0.000104848  Lin-Lin
 2.02822E+07 0.000115276  Lin-Lin
 2.05683E+07 0.000125851  Lin-Lin
 2.08585E+07 0.000136576  Lin-Lin
 2.11528E+07 0.000147451  Lin-Lin
 2.14512E+07 0.00015848   Lin-Lin
 2.17538E+07 0.000169665  Lin-Lin
 2.2E+07     0.000178763  Lin-Lin
 2.23104E+07 0.000182456  Lin-Lin
 2.26251E+07 0.000186201  Lin-Lin
 2.29443E+07 0.000189999  Lin-Lin
 2.3268E+07  0.000193851  Lin-Lin
 2.35963E+07 0.000197757  Lin-Lin
 2.39292E+07 0.000201718  Lin-Lin
 2.4E+07     0.00020256   Lin-Lin
