#   PRODUCT      ZAFP     FPS           Y          DY
# ----------- ------- ------- ----------- -----------
 54-Xe-130    54130.      0.  1.9699E-10  6.3036E-11
 54-Xe-131    54131.      0.  1.4199E-09  9.0874E-10
 54-Xe-131-M  54131.      1.  3.4798E-09  2.2270E-09
 54-Xe-132    54132.      0.  4.2197E-07  2.7006E-07
 54-Xe-133    54133.      0.  6.6595E-06  3.9957E-07
 54-Xe-133-M  54133.      1.  1.8859E-05  1.2070E-05
 54-Xe-134    54134.      0.  1.0548E-04  6.7509E-05
 54-Xe-134-M  54134.      1.  2.4612E-04  1.5752E-04
 54-Xe-135    54135.      0.  7.8513E-04  4.7107E-05
 54-Xe-135-M  54135.      1.  1.7812E-03  1.0687E-04
 54-Xe-136    54136.      0.  2.1924E-02  9.8659E-03
 54-Xe-137    54137.      0.  3.1942E-02  8.9438E-04
 54-Xe-138    54138.      0.  4.8141E-02  1.3480E-03
 54-Xe-139    54139.      0.  4.3233E-02  8.6466E-04
 54-Xe-140    54140.      0.  3.5058E-02  9.8161E-04
 54-Xe-141    54141.      0.  1.2191E-02  3.4136E-04
 54-Xe-142    54142.      0.  4.3417E-03  2.6050E-04
 54-Xe-143-M  54143.      1.  2.6472E-04  1.6942E-04
 54-Xe-143    54143.      0.  2.6472E-04  1.6942E-04
 54-Xe-144    54144.      0.  6.0490E-05  3.8714E-05
 54-Xe-145    54145.      0.  7.1594E-07  4.5820E-07
 54-Xe-146    54146.      0.  1.0599E-07  6.7835E-08
 54-Xe-147    54147.      0.  1.7830E-08  1.1411E-08
 54-Xe-148    54148.      0.  1.0999E-11  7.0395E-12
 54-Xe-149    54149.      0.  9.5193E-14  6.0924E-14
 54-Xe-150    54150.      0.  0.0000E+00  0.0000E+00
 55-Cs-127    55127.      0.  0.0000E+00  0.0000E+00
 55-Cs-129    55129.      0.  0.0000E+00  0.0000E+00
 55-Cs-131    55131.      0.  2.5398E-14  1.6255E-14
 55-Cs-132    55132.      0.  7.3795E-10  4.7229E-10
 55-Cs-133    55133.      0.  7.9194E-09  2.5342E-09
 55-Cs-134-M  55134.      1.  3.8547E-08  2.4670E-08
 55-Cs-134    55134.      0.  3.8547E-08  2.4670E-08
 55-Cs-135-M  55135.      1.  2.4548E-06  1.5711E-06
 55-Cs-135    55135.      0.  2.4548E-06  1.5711E-06
 55-Cs-136-M  55136.      1.  2.7688E-05  1.7720E-05
 55-Cs-136    55136.      0.  2.7688E-05  1.7720E-05
 55-Cs-137    55137.      0.  5.9999E-04  6.5999E-05
 55-Cs-138    55138.      0.  2.4320E-03  2.6751E-04
 55-Cs-138-M  55138.      1.  2.2337E-03  2.4571E-04
 55-Cs-139    55139.      0.  1.3059E-02  5.2235E-04
 55-Cs-140    55140.      0.  2.0699E-02  5.7957E-04
 55-Cs-141    55141.      0.  2.9151E-02  5.8302E-04
 55-Cs-142    55142.      0.  2.2781E-02  6.3787E-04
 55-Cs-143    55143.      0.  1.4030E-02  5.6118E-04
 55-Cs-144    55144.      0.  4.1768E-03  2.5061E-04
 55-Cs-145    55145.      0.  7.5619E-04  6.0495E-05
 55-Cs-146    55146.      0.  7.6405E-05  8.4045E-06
 55-Cs-147    55147.      0.  2.2382E-05  1.4324E-05
 55-Cs-148    55148.      0.  1.3099E-07  8.3834E-08
 55-Cs-149    55149.      0.  3.6255E-09  2.3203E-09
 55-Cs-150    55150.      0.  1.9899E-11  1.2735E-11
 55-Cs-151    55151.      0.  9.4690E-14  6.0602E-14
 55-Cs-152    55152.      0.  1.2676E-15  8.1128E-16
 56-Ba-129    56129.      0.  0.0000E+00  0.0000E+00
 56-Ba-131    56131.      0.  0.0000E+00  0.0000E+00
 56-Ba-132    56132.      0.  0.0000E+00  0.0000E+00
 56-Ba-133    56133.      0.  1.0399E-14  6.6555E-15
 56-Ba-134    56134.      0.  5.2596E-12  3.3662E-12
 56-Ba-135-M  56135.      1.  3.8197E-10  2.4446E-10
 56-Ba-135    56135.      0.  3.8197E-10  2.4446E-10
 56-Ba-136-M  56136.      1.  2.3648E-08  1.5135E-08
 56-Ba-136    56136.      0.  2.3648E-08  1.5135E-08
 56-Ba-137    56137.      0.  5.4296E-07  3.4749E-07
 56-Ba-137-M  56137.      1.  1.3299E-06  8.5114E-07
 56-Ba-138    56138.      0.  4.1157E-05  2.6340E-05
 56-Ba-139    56139.      0.  6.8768E-04  3.0946E-04
 56-Ba-140    56140.      0.  4.8836E-03  1.1232E-03
 56-Ba-141    56141.      0.  1.6595E-02  1.8254E-03
 56-Ba-142    56142.      0.  3.0142E-02  1.8085E-03
 56-Ba-143    56143.      0.  4.1004E-02  1.6402E-03
 56-Ba-144    56144.      0.  3.9748E-02  1.1129E-03
 56-Ba-145    56145.      0.  1.8662E-02  1.1197E-03
 56-Ba-146    56146.      0.  9.1383E-03  3.6553E-04
 56-Ba-147    56147.      0.  2.4364E-03  3.8982E-04
 56-Ba-148    56148.      0.  2.2184E-04  1.4198E-04
 56-Ba-149    56149.      0.  1.0326E-05  6.6084E-06
 56-Ba-150    56150.      0.  5.0197E-07  3.2126E-07
 56-Ba-151    56151.      0.  8.1823E-09  5.2366E-09
 56-Ba-152    56152.      0.  1.4899E-10  9.5352E-11
 56-Ba-153    56153.      0.  3.7281E-13  2.3860E-13
 56-Ba-154    56154.      0.  0.0000E+00  0.0000E+00
 57-La-133    57133.      0.  0.0000E+00  0.0000E+00
 57-La-135    57135.      0.  0.0000E+00  0.0000E+00
 57-La-137    57137.      0.  6.9295E-11  4.4349E-11
 57-La-138    57138.      0.  3.1798E-07  2.0351E-07
 57-La-139    57139.      0.  2.2698E-07  1.4527E-07
 57-La-140    57140.      0.  5.2156E-05  3.3380E-05
 57-La-141    57141.      0.  1.8491E-04  2.9585E-05
 57-La-142    57142.      0.  9.6517E-04  3.0886E-04
 57-La-143    57143.      0.  3.7948E-03  2.4287E-03
 57-La-144    57144.      0.  1.0697E-02  6.4185E-04
 57-La-145    57145.      0.  1.9150E-02  1.5320E-03
 57-La-146-M  57146.      1.  7.4494E-03  4.7676E-03
 57-La-146    57146.      0.  7.4494E-03  4.7676E-03
 57-La-147    57147.      0.  6.4327E-03  7.0759E-04
 57-La-148    57148.      0.  3.3629E-03  2.1522E-03
 57-La-149    57149.      0.  7.9875E-04  5.1120E-04
 57-La-150    57150.      0.  1.0422E-04  6.6703E-05
 57-La-151    57151.      0.  1.0271E-05  6.5735E-06
 57-La-152    57152.      0.  4.5297E-07  2.8990E-07
 57-La-153    57153.      0.  1.4199E-08  9.0871E-09
 57-La-154    57154.      0.  1.4599E-10  9.3433E-11
 57-La-155    57155.      0.  2.9508E-13  1.8885E-13
 57-La-156    57156.      0.  4.8748E-15  3.1199E-15
 57-La-157    57157.      0.  5.3114E-17  3.3993E-17
 58-Ce-135    58135.      0.  0.0000E+00  0.0000E+00
 58-Ce-137    58137.      0.  0.0000E+00  0.0000E+00
 58-Ce-138    58138.      0.  4.7497E-12  3.0398E-12
 58-Ce-139    58139.      0.  2.8698E-12  1.8367E-12
 58-Ce-139-M  58139.      1.  7.0295E-12  4.4989E-12
 58-Ce-140    58140.      0.  1.1499E-09  7.3595E-10
 58-Ce-141    58141.      0.  4.9896E-08  3.1934E-08
 58-Ce-142    58142.      0.  1.7599E-06  1.1263E-06
 58-Ce-143    58143.      0.  3.1335E-04  3.4468E-05
 58-Ce-144    58144.      0.  3.4546E-04  2.2109E-04
 58-Ce-145    58145.      0.  8.5438E-04  5.4680E-04
 58-Ce-146    58146.      0.  5.8293E-03  6.4123E-04
 58-Ce-147    58147.      0.  9.9797E-03  1.0978E-03
 58-Ce-148    58148.      0.  1.2355E-02  2.8416E-03
 58-Ce-149    58149.      0.  6.9791E-03  1.1166E-03
 58-Ce-150    58150.      0.  3.9176E-03  2.5073E-03
 58-Ce-151    58151.      0.  9.9025E-04  6.3376E-04
 58-Ce-152    58152.      0.  2.0536E-04  1.3143E-04
 58-Ce-153    58153.      0.  1.7049E-05  1.0911E-05
 58-Ce-154    58154.      0.  9.1194E-07  5.8364E-07
 58-Ce-155    58155.      0.  2.5498E-08  1.6319E-08
 58-Ce-156    58156.      0.  5.7296E-10  3.6669E-10
 58-Ce-157    58157.      0.  4.5896E-12  2.9374E-12
 58-Ce-158    58158.      0.  3.8697E-14  2.4766E-14
 58-Ce-159    58159.      0.  1.2812E-16  8.1996E-17
 58-Ce-160    58160.      0.  0.0000E+00  0.0000E+00
 59-Pr-139    59139.      0.  0.0000E+00  0.0000E+00
 59-Pr-140    59140.      0.  0.0000E+00  0.0000E+00
 59-Pr-141    59141.      0.  4.6897E-13  3.0014E-13
 59-Pr-142-M  59142.      1.  2.3148E-11  1.4815E-11
 59-Pr-142    59142.      0.  2.3148E-11  1.4815E-11
 59-Pr-143    59143.      0.  4.4997E-09  2.8798E-09
 59-Pr-144    59144.      0.  1.4299E-08  9.1513E-09
 59-Pr-144-M  59144.      1.  1.2799E-07  8.1914E-08
 59-Pr-145    59145.      0.  3.3298E-06  2.1310E-06
 59-Pr-146    59146.      0.  3.6237E-05  2.3192E-05
 59-Pr-147    59147.      0.  3.5955E-03  2.3011E-03
 59-Pr-148-M  59148.      1.  3.8861E-04  2.4871E-04
 59-Pr-148    59148.      0.  3.8861E-04  2.4871E-04
 59-Pr-149    59149.      0.  2.9682E-03  9.4981E-04
 59-Pr-150    59150.      0.  2.1834E-03  1.3974E-03
 59-Pr-151    59151.      0.  2.3856E-03  1.5268E-03
 59-Pr-152    59152.      0.  1.0255E-03  6.5634E-04
 59-Pr-153    59153.      0.  3.6744E-04  2.3516E-04
 59-Pr-154    59154.      0.  5.0207E-05  3.2132E-05
 59-Pr-155    59155.      0.  6.7295E-06  4.3069E-06
 59-Pr-156    59156.      0.  4.0697E-07  2.6046E-07
 59-Pr-157    59157.      0.  1.6499E-08  1.0559E-08
 59-Pr-158    59158.      0.  3.7497E-10  2.3998E-10
 59-Pr-159    59159.      0.  4.8795E-12  3.1229E-12
 59-Pr-160    59160.      0.  2.8198E-14  1.8047E-14
 59-Pr-161    59161.      0.  7.1282E-17  4.5620E-17
 59-Pr-162    59162.      0.  2.9606E-19  1.8948E-19
 60-Nd-140    60140.      0.  0.0000E+00  0.0000E+00
 60-Nd-141    60141.      0.  0.0000E+00  0.0000E+00
 60-Nd-142    60142.      0.  0.0000E+00  0.0000E+00
 60-Nd-143    60143.      0.  4.7997E-14  3.0718E-14
 60-Nd-144    60144.      0.  9.5693E-11  1.0526E-11
 60-Nd-145    60145.      0.  5.5496E-10  3.5518E-10
 60-Nd-146    60146.      0.  3.1898E-08  2.0415E-08
 60-Nd-147    60147.      0.  6.7195E-07  4.3005E-07
 60-Nd-148    60148.      0.  9.9293E-06  6.3547E-06
 60-Nd-149    60149.      0.  6.8075E-05  4.3568E-05
 60-Nd-150    60150.      0.  3.2723E-04  2.0942E-04
 60-Nd-151    60151.      0.  7.9511E-04  5.0887E-04
 60-Nd-152    60152.      0.  1.4098E-03  6.3443E-04
 60-Nd-153    60153.      0.  1.1095E-03  4.9926E-04
 60-Nd-154    60154.      0.  5.8022E-04  3.7134E-04
 60-Nd-155    60155.      0.  1.7538E-04  1.1224E-04
 60-Nd-156    60156.      0.  4.7017E-05  3.0091E-05
 60-Nd-157    60157.      0.  4.8497E-06  3.1038E-06
 60-Nd-158    60158.      0.  5.1896E-07  3.3214E-07
 60-Nd-159    60159.      0.  1.7699E-08  1.1327E-08
 60-Nd-160    60160.      0.  5.0396E-10  3.2254E-10
 60-Nd-161    60161.      0.  6.1595E-12  3.9421E-12
 60-Nd-162    60162.      0.  3.4797E-14  2.2270E-14
 60-Nd-163    60163.      0.  0.0000E+00  0.0000E+00
 60-Nd-164    60164.      0.  0.0000E+00  0.0000E+00
 61-Pm-141    61141.      0.  0.0000E+00  0.0000E+00
 61-Pm-143    61143.      0.  0.0000E+00  0.0000E+00
 61-Pm-144    61144.      0.  0.0000E+00  0.0000E+00
 61-Pm-145    61145.      0.  0.0000E+00  0.0000E+00
 61-Pm-146    61146.      0.  4.4997E-12  2.8798E-12
 61-Pm-147    61147.      0.  2.4898E-11  1.5935E-11
 61-Pm-148    61148.      0.  4.4497E-11  2.8478E-11
 61-Pm-148-M  61148.      1.  8.0994E-11  5.1836E-11
 61-Pm-149    61149.      0.  3.8697E-08  2.4766E-08
 61-Pm-150    61150.      0.  2.9998E-07  1.9199E-07
 61-Pm-151    61151.      0.  6.4196E-06  4.1085E-06
 61-Pm-152-N  61152.      2.  9.2793E-06  5.9388E-06
 61-Pm-152    61152.      0.  9.2793E-06  5.9388E-06
 61-Pm-152-M  61152.      1.  9.2793E-06  5.9388E-06
 61-Pm-153    61153.      0.  8.8004E-05  5.6322E-05
 61-Pm-154    61154.      0.  5.4136E-05  3.4647E-05
 61-Pm-154-M  61154.      1.  5.4136E-05  3.4647E-05
 61-Pm-155    61155.      0.  1.2609E-04  8.0698E-05
 61-Pm-156    61156.      0.  7.0635E-05  4.5206E-05
 61-Pm-157    61157.      0.  2.9338E-05  1.8776E-05
 61-Pm-158    61158.      0.  7.0595E-06  4.5181E-06
 61-Pm-159    61159.      0.  1.0599E-06  6.7835E-07
 61-Pm-160    61160.      0.  7.5495E-08  4.8317E-08
 61-Pm-161    61161.      0.  4.3997E-09  2.8158E-09
 61-Pm-162    61162.      0.  6.7995E-11  4.3517E-11
 61-Pm-163    61163.      0.  1.8199E-12  1.1647E-12
 61-Pm-164    61164.      0.  1.6599E-14  1.0623E-14
 61-Pm-165    61165.      0.  0.0000E+00  0.0000E+00
 61-Pm-166    61166.      0.  5.4704E-19  3.5010E-19
 62-Sm-143    62143.      0.  0.0000E+00  0.0000E+00
 62-Sm-143-M  62143.      1.  0.0000E+00  0.0000E+00
 62-Sm-144    62144.      0.  0.0000E+00  0.0000E+00
 62-Sm-145    62145.      0.  0.0000E+00  0.0000E+00
 62-Sm-146    62146.      0.  0.0000E+00  0.0000E+00
 62-Sm-147    62147.      0.  0.0000E+00  0.0000E+00
 62-Sm-148    62148.      0.  1.6399E-14  1.0495E-14
 62-Sm-149    62149.      0.  1.7099E-12  1.0943E-12
 62-Sm-150    62150.      0.  1.2199E-10  7.8074E-11
 62-Sm-151    62151.      0.  4.7497E-09  3.0398E-09
 62-Sm-152    62152.      0.  9.6493E-08  6.1756E-08
 62-Sm-153    62153.      0.  8.0094E-07  5.1260E-07
 62-Sm-154    62154.      0.  4.7297E-06  3.0270E-06
 62-Sm-155    62155.      0.  1.3099E-05  8.3834E-06
 62-Sm-156    62156.      0.  3.0308E-05  1.9397E-05
 62-Sm-157    62157.      0.  2.6668E-05  1.7068E-05
 62-Sm-158    62158.      0.  2.3978E-05  1.5346E-05
 62-Sm-159    62159.      0.  7.4195E-06  4.7485E-06
 62-Sm-160    62160.      0.  2.1098E-06  1.3503E-06
 62-Sm-161    62161.      0.  2.8298E-07  1.8111E-07
 62-Sm-162    62162.      0.  2.0299E-08  1.2991E-08
 62-Sm-163    62163.      0.  1.3699E-09  8.7674E-10
 62-Sm-164    62164.      0.  6.0396E-11  3.8653E-11
 62-Sm-165    62165.      0.  2.5498E-12  1.6319E-12
 62-Sm-166    62166.      0.  6.4295E-14  4.1149E-14
 62-Sm-167    62167.      0.  0.0000E+00  0.0000E+00
 62-Sm-168    62168.      0.  0.0000E+00  0.0000E+00
 62-Sm-170    62170.      0.  0.0000E+00  0.0000E+00
 63-Eu-147    63147.      0.  0.0000E+00  0.0000E+00
 63-Eu-149    63149.      0.  0.0000E+00  0.0000E+00
 63-Eu-151    63151.      0.  2.4898E-12  7.9674E-13
 63-Eu-152-N  63152.      2.  9.0660E-13  5.8023E-13
 63-Eu-152    63152.      0.  9.0660E-13  5.8023E-13
 63-Eu-152-M  63152.      1.  9.0660E-13  5.8023E-13
 63-Eu-153    63153.      0.  2.3298E-09  7.4555E-10
 63-Eu-154-M  63154.      1.  9.6993E-10  6.2076E-10
 63-Eu-154    63154.      0.  9.6993E-10  6.2076E-10
 63-Eu-155    63155.      0.  2.6298E-08  1.6831E-08
 63-Eu-156    63156.      0.  1.6199E-07  1.0367E-07
 63-Eu-157    63157.      0.  6.3495E-07  4.0637E-07
 63-Eu-158    63158.      0.  1.2799E-06  8.1914E-07
 63-Eu-159    63159.      0.  1.5599E-06  9.9833E-07
 63-Eu-160    63160.      0.  9.0294E-07  5.7788E-07
 63-Eu-161    63161.      0.  4.5397E-07  2.9054E-07
 63-Eu-162    63162.      0.  6.9895E-08  4.4733E-08
 63-Eu-163    63163.      0.  1.9399E-08  1.2415E-08
 63-Eu-164    63164.      0.  2.0099E-09  1.2863E-09
 63-Eu-165    63165.      0.  3.8697E-10  2.4766E-10
 63-Eu-166    63166.      0.  2.4998E-11  1.5999E-11
 63-Eu-167    63167.      0.  2.2398E-12  1.4335E-12
 63-Eu-168    63168.      0.  2.8498E-14  1.8239E-14
 63-Eu-169    63169.      0.  0.0000E+00  0.0000E+00
 63-Eu-170    63170.      0.  0.0000E+00  0.0000E+00
 64-Gd-147    64147.      0.  0.0000E+00  0.0000E+00
 64-Gd-149    64149.      0.  0.0000E+00  0.0000E+00
 64-Gd-151    64151.      0.  0.0000E+00  0.0000E+00
 64-Gd-152    64152.      0.  0.0000E+00  0.0000E+00
 64-Gd-153    64153.      0.  0.0000E+00  0.0000E+00
 64-Gd-154    64154.      0.  1.1199E-13  7.1675E-14
 64-Gd-155    64155.      0.  4.0797E-12  2.6110E-12
 64-Gd-156    64156.      0.  1.4299E-10  9.1513E-11
 64-Gd-157    64157.      0.  1.4799E-09  9.4713E-10
 64-Gd-158    64158.      0.  1.4799E-08  9.4713E-09
 64-Gd-159    64159.      0.  3.7097E-08  2.3742E-08
 64-Gd-160    64160.      0.  1.0099E-07  6.4635E-08
 64-Gd-161    64161.      0.  1.1099E-07  7.1035E-08
 64-Gd-162    64162.      0.  6.7895E-08  4.3453E-08
 64-Gd-163    64163.      0.  3.8097E-08  2.4382E-08
 64-Gd-164    64164.      0.  1.4899E-08  9.5353E-09
 64-Gd-165    64165.      0.  6.1396E-09  3.9293E-09
 64-Gd-166    64166.      0.  1.6599E-09  1.0623E-09
 64-Gd-167    64167.      0.  3.6797E-10  2.3550E-10
 64-Gd-168    64168.      0.  2.1799E-11  1.3951E-11
 64-Gd-169    64169.      0.  1.1899E-12  7.6155E-13
 64-Gd-170    64170.      0.  2.6798E-14  1.7151E-14
 64-Gd-171    64171.      0.  0.0000E+00  0.0000E+00
 64-Gd-172    64172.      0.  0.0000E+00  0.0000E+00
 65-Tb-151    65151.      0.  0.0000E+00  0.0000E+00
 65-Tb-153    65153.      0.  0.0000E+00  0.0000E+00
 65-Tb-155    65155.      0.  0.0000E+00  0.0000E+00
 65-Tb-156    65156.      0.  0.0000E+00  0.0000E+00
 65-Tb-156-M  65156.      1.  0.0000E+00  0.0000E+00
 65-Tb-157    65157.      0.  4.9297E-14  3.1550E-14
 65-Tb-158    65158.      0.  1.1999E-12  7.6795E-13
 65-Tb-158-M  65158.      1.  1.3299E-13  8.5114E-14
 65-Tb-159    65159.      0.  1.6999E-11  1.0879E-11
 65-Tb-160    65160.      0.  2.8398E-10  1.8175E-10
 65-Tb-161    65161.      0.  5.9596E-10  3.8141E-10
 65-Tb-162    65162.      0.  4.5197E-10  2.8926E-10
 65-Tb-162-M  65162.      1.  4.5197E-10  2.8926E-10
 65-Tb-163    65163.      0.  2.1399E-09  1.3695E-09
 65-Tb-164    65164.      0.  1.7999E-09  1.1519E-09
 65-Tb-165    65165.      0.  2.8098E-09  1.7983E-09
 65-Tb-166    65166.      0.  1.5399E-09  9.8553E-10
 65-Tb-167    65167.      0.  1.3399E-09  8.5754E-10
 65-Tb-168    65168.      0.  1.7299E-10  1.1071E-10
 65-Tb-169    65169.      0.  4.0697E-11  2.6046E-11
 65-Tb-170    65170.      0.  2.2398E-12  1.4335E-12
 65-Tb-171    65171.      0.  2.9198E-13  1.8687E-13
 65-Tb-172    65172.      0.  1.0499E-14  6.7195E-15
 66-Dy-155    66155.      0.  0.0000E+00  0.0000E+00
 66-Dy-156    66156.      0.  0.0000E+00  0.0000E+00
 66-Dy-157    66157.      0.  0.0000E+00  0.0000E+00
 66-Dy-158    66158.      0.  0.0000E+00  0.0000E+00
 66-Dy-159    66159.      0.  0.0000E+00  0.0000E+00
 66-Dy-160    66160.      0.  1.9299E-14  1.2351E-14
 66-Dy-161    66161.      0.  2.5098E-13  1.6063E-13
 66-Dy-162    66162.      0.  2.0299E-12  1.2991E-12
 66-Dy-163    66163.      0.  1.2399E-11  7.9354E-12
 66-Dy-164    66164.      0.  4.7797E-11  3.0590E-11
 66-Dy-165    66165.      0.  1.5299E-10  9.7913E-11
 66-Dy-165-M  66165.      1.  2.2898E-11  1.4655E-11
 66-Dy-166    66166.      0.  3.9797E-10  2.5470E-10
 66-Dy-167    66167.      0.  7.5095E-10  4.8061E-10
 66-Dy-168    66168.      0.  3.6397E-10  2.3294E-10
 66-Dy-169    66169.      0.  1.7399E-10  1.1135E-10
 66-Dy-170    66170.      0.  3.7297E-11  2.3870E-11
 66-Dy-171    66171.      0.  1.0899E-11  6.9755E-12
 66-Dy-172    66172.      0.  1.7699E-12  1.1327E-12
 67-Ho-159    67159.      0.  0.0000E+00  0.0000E+00
 67-Ho-159-M  67159.      1.  0.0000E+00  0.0000E+00
 67-Ho-161    67161.      0.  0.0000E+00  0.0000E+00
 67-Ho-161-M  67161.      1.  0.0000E+00  0.0000E+00
 67-Ho-162    67162.      0.  0.0000E+00  0.0000E+00
 67-Ho-162-M  67162.      1.  0.0000E+00  0.0000E+00
 67-Ho-163    67163.      0.  0.0000E+00  0.0000E+00
 67-Ho-163-M  67163.      1.  0.0000E+00  0.0000E+00
 67-Ho-164    67164.      0.  0.0000E+00  0.0000E+00
 67-Ho-164-M  67164.      1.  0.0000E+00  0.0000E+00
 67-Ho-165    67165.      0.  2.0499E-13  1.3119E-13
 67-Ho-166    67166.      0.  4.0297E-13  2.5790E-13
 67-Ho-166-M  67166.      1.  9.4093E-13  6.0220E-13
 67-Ho-167    67167.      0.  1.0299E-11  6.5915E-12
 67-Ho-168    67168.      0.  1.1599E-11  7.4235E-12
 67-Ho-169    67169.      0.  2.2298E-11  1.4271E-11
 67-Ho-170    67170.      0.  4.9297E-12  3.1550E-12
 67-Ho-170-M  67170.      1.  4.9297E-12  3.1550E-12
 67-Ho-171    67171.      0.  1.0699E-11  6.8475E-12
 67-Ho-172    67172.      0.  3.6897E-12  2.3614E-12
 68-Er-161    68161.      0.  0.0000E+00  0.0000E+00
 68-Er-162    68162.      0.  0.0000E+00  0.0000E+00
 68-Er-163    68163.      0.  0.0000E+00  0.0000E+00
 68-Er-164    68164.      0.  0.0000E+00  0.0000E+00
 68-Er-165    68165.      0.  0.0000E+00  0.0000E+00
 68-Er-166    68166.      0.  0.0000E+00  0.0000E+00
 68-Er-167    68167.      0.  1.0999E-14  7.0395E-15
 68-Er-167-M  68167.      1.  0.0000E+00  0.0000E+00
 68-Er-168    68168.      0.  6.7895E-14  4.3453E-14
 68-Er-169    68169.      0.  3.2698E-13  2.0927E-13
 68-Er-170    68170.      0.  6.4196E-13  4.1085E-13
 68-Er-171    68171.      0.  1.5799E-12  1.0111E-12
 68-Er-172    68172.      0.  2.1998E-12  1.4079E-12
 69-Tm-165    69165.      0.  0.0000E+00  0.0000E+00
 69-Tm-166    69166.      0.  0.0000E+00  0.0000E+00
 69-Tm-167    69167.      0.  0.0000E+00  0.0000E+00
 69-Tm-168    69168.      0.  0.0000E+00  0.0000E+00
 69-Tm-169    69169.      0.  0.0000E+00  0.0000E+00
 69-Tm-170    69170.      0.  0.0000E+00  0.0000E+00
 69-Tm-171    69171.      0.  0.0000E+00  0.0000E+00
 69-Tm-172    69172.      0.  1.6799E-14  1.0751E-14
 70-Yb-166    70166.      0.  0.0000E+00  0.0000E+00
 70-Yb-167    70167.      0.  0.0000E+00  0.0000E+00
 70-Yb-168    70168.      0.  0.0000E+00  0.0000E+00
 70-Yb-169    70169.      0.  0.0000E+00  0.0000E+00
 70-Yb-169-M  70169.      1.  0.0000E+00  0.0000E+00
 70-Yb-170    70170.      0.  0.0000E+00  0.0000E+00
 70-Yb-171    70171.      0.  0.0000E+00  0.0000E+00
 70-Yb-172    70172.      0.  0.0000E+00  0.0000E+00
 71-Lu-169    71169.      0.  0.0000E+00  0.0000E+00
 71-Lu-169-M  71169.      1.  0.0000E+00  0.0000E+00
 71-Lu-171    71171.      0.  0.0000E+00  0.0000E+00
 71-Lu-171-M  71171.      1.  0.0000E+00  0.0000E+00
 71-Lu-172    71172.      0.  0.0000E+00  0.0000E+00
 71-Lu-172-M  71172.      1.  0.0000E+00  0.0000E+00
 72-Hf-171    72171.      0.  0.0000E+00  0.0000E+00
 72-Hf-172    72172.      0.  0.0000E+00  0.0000E+00
